datetime,Ta_2m,Ta_2m_uncertainty,PCP,Huma_2m,Huma_2m_Uncertainty,Irradiation,Irradiation_Uncertainty,Windspeed,Wind_direction,gRad2,gRaddown,Ts_10cm,Ts_60cm,date
2024-01-04T16:00:00Z,18.8,NA,0.5,96.4,NA,NA,NA,0.4,332,11,17,16.6,15,2024-01-04
2024-01-04T16:30:00Z,19.9,NA,0,95.9,NA,NA,NA,0.6,355,1,18,16.7,15,2024-01-04
2024-01-04T17:00:00Z,20.1,NA,0,91.1,NA,NA,NA,1,263,2,20,16.7,14.9,2024-01-04
2024-01-04T17:30:00Z,20.4,NA,0,84.8,NA,NA,NA,1.5,227,1,20,16.8,14.9,2024-01-04
2024-01-04T18:00:00Z,19.3,NA,0,82.9,NA,NA,NA,1.9,221,6,21,16.8,14.9,2024-01-04
2024-01-04T18:30:00Z,17.7,NA,0,85.7,NA,NA,NA,1.8,228,2,17,16.9,15,2024-01-04
2024-01-04T19:00:00Z,16.6,NA,0,89.7,NA,NA,NA,1.7,227,0,13,16.9,15,2024-01-04
2024-01-04T19:30:00Z,15.8,NA,0,96.1,NA,NA,NA,1.5,230,0,12,17,15.1,2024-01-04
2024-01-04T20:00:00Z,15.3,NA,0,99.4,NA,NA,NA,1.2,227,0,10,17,15.1,2024-01-04
2024-01-04T20:30:00Z,15.4,NA,0,100,NA,NA,NA,1.1,220,0,10,17,15.2,2024-01-04
2024-01-04T21:00:00Z,15.6,NA,0,99.2,NA,NA,NA,1,223,0,9,17,15.1,2024-01-04
2024-01-04T21:30:00Z,15.5,NA,0,98.3,NA,NA,NA,0.4,199,0,9,17,15.2,2024-01-04
2024-01-04T22:00:00Z,14.7,NA,0,100,NA,NA,NA,0.5,198,0,9,17,15.2,2024-01-04
2024-01-04T22:30:00Z,14.4,NA,0,100,NA,NA,NA,0.8,212,0,9,17,15.2,2024-01-04
2024-01-04T23:00:00Z,14.1,NA,0,100,NA,NA,NA,0.7,209,0,9,16.9,15.2,2024-01-04
2024-01-04T23:30:00Z,13.6,NA,0,100,NA,NA,NA,1.3,226,0,9,16.9,15.2,2024-01-04
2024-01-05T00:30:00Z,13.2,NA,0,100,NA,NA,NA,1.4,225,0,7,16.8,15.2,2024-01-05
2024-01-05T01:00:00Z,13.1,NA,0,100,NA,NA,NA,0.8,207,0,7,16.7,15.3,2024-01-05
2024-01-05T01:30:00Z,12.9,NA,0,100,NA,NA,NA,0.9,215,0,7,16.7,15.3,2024-01-05
2024-01-05T02:00:00Z,12.6,NA,0,100,NA,NA,NA,1.2,222,0,7,16.6,15.3,2024-01-05
2024-01-05T02:30:00Z,12.4,NA,0,100,NA,NA,NA,1.3,225,0,6,16.6,15.3,2024-01-05
2024-01-05T03:00:00Z,12.2,NA,0,100,NA,NA,NA,1.2,225,0,7,16.6,15.3,2024-01-05
2024-01-05T03:30:00Z,12,NA,0,100,NA,NA,NA,1.2,223,0,6,16.5,15.3,2024-01-05
2024-01-05T04:00:00Z,11.9,NA,0,100,NA,NA,NA,1.3,229,0,6,16.5,15.3,2024-01-05
2024-01-05T04:30:00Z,11.9,NA,0,100,NA,NA,NA,1.3,225,0,6,16.4,15.3,2024-01-05
2024-01-05T05:00:00Z,12,NA,0,100,NA,NA,NA,1.3,225,0,6,16.3,15.3,2024-01-05
2024-01-05T05:30:00Z,12.2,NA,0,100,NA,NA,NA,1.2,217,0,6,16.2,15.3,2024-01-05
2024-01-05T06:00:00Z,12.1,NA,0,100,NA,NA,NA,1.5,228,0,7,16.2,15.3,2024-01-05
2024-01-05T06:30:00Z,12.1,NA,0,100,NA,NA,NA,1.2,230,0,6,16.1,15.3,2024-01-05
2024-01-05T07:00:00Z,12.4,NA,0,100,NA,NA,NA,1.2,222,0,6,16.1,15.3,2024-01-05
2024-01-05T07:30:00Z,13,NA,0,100,NA,NA,NA,0.9,224,0,6,16,15.3,2024-01-05
2024-01-05T08:00:00Z,13.7,NA,0,100,NA,NA,NA,0.9,226,0,8,16,15.3,2024-01-05
2024-01-05T08:30:00Z,15.1,NA,0,99.9,NA,NA,NA,0.4,51,0,8,15.9,15.2,2024-01-05
2024-01-05T09:00:00Z,15.8,NA,0,99.5,NA,NA,NA,0.6,29,0,9,15.8,15.2,2024-01-05
2024-01-05T09:30:00Z,18.1,NA,0,90.3,NA,NA,NA,0.5,94,0,11,15.7,15.2,2024-01-05
2024-01-05T10:00:00Z,19,NA,0,85.5,NA,NA,NA,0.8,25,0,13,15.7,15.2,2024-01-05
2024-01-05T10:30:00Z,20,NA,0,82.4,NA,NA,NA,0.9,56,0,15,15.7,15.1,2024-01-05
2024-01-05T11:00:00Z,20.1,NA,0,82.2,NA,NA,NA,0.9,55,1,16,15.7,15.1,2024-01-05
2024-01-05T11:30:00Z,20.9,NA,0,77.7,NA,NA,NA,1,82,1,17,15.7,15.1,2024-01-05
2024-01-05T12:00:00Z,21.9,NA,0,75.4,NA,NA,NA,1.1,77,3,19,15.7,15,2024-01-05
2024-01-05T12:30:00Z,23,NA,0,72.2,NA,NA,NA,1.1,51,6,21,15.7,15,2024-01-05
2024-01-05T13:00:00Z,24.7,NA,0,66.6,NA,NA,NA,1.1,25,8,23,15.7,15,2024-01-05
2024-01-05T13:30:00Z,27.4,NA,0,56.8,NA,NA,NA,1.2,10,14,28,15.7,14.9,2024-01-05
2024-01-05T14:00:00Z,27.1,NA,0,55.8,NA,NA,NA,1.4,26,16,32,15.8,14.9,2024-01-05
2024-01-05T14:30:00Z,26.8,NA,0,55.9,NA,NA,NA,1.2,339,10,31,15.8,14.9,2024-01-05
2024-01-05T15:00:00Z,27.5,NA,0,54.4,NA,NA,NA,1.6,357,11,33,16,14.9,2024-01-05
2024-01-05T15:30:00Z,23.6,NA,0,63.6,NA,NA,NA,0.9,333,5,31,16.1,14.9,2024-01-05
2024-01-05T16:00:00Z,21.5,NA,0,72.5,NA,NA,NA,0.8,307,0,25,16.2,15,2024-01-05
2024-01-05T16:30:00Z,20.1,NA,0,82.4,NA,NA,NA,0.8,286,0,20,16.4,15,2024-01-05
2024-01-05T17:00:00Z,18.1,NA,1.8,92.2,NA,NA,NA,0.8,197,0,17,16.5,15.1,2024-01-05
2024-01-05T17:30:00Z,16.4,NA,4.2,99.8,NA,NA,NA,1.2,214,12,14,16.6,15.1,2024-01-05
2024-01-05T18:00:00Z,14.9,NA,3.8,100,NA,NA,NA,2.2,230,12,12,16.8,15.2,2024-01-05
2024-01-05T18:30:00Z,14.6,NA,1.5,100,NA,NA,NA,1.5,235,12,10,16.9,15.2,2024-01-05
2024-01-05T19:00:00Z,14.4,NA,0,100,NA,NA,NA,0.7,226,9,9,16.9,15.3,2024-01-05
2024-01-05T19:30:00Z,14.2,NA,0,100,NA,NA,NA,1.2,220,5,9,16.8,15.2,2024-01-05
2024-01-05T20:00:00Z,14.1,NA,0,100,NA,NA,NA,1.2,228,5,8,16.8,15.3,2024-01-05
2024-01-05T20:30:00Z,14.2,NA,0,100,NA,NA,NA,1.5,229,5,8,16.7,15.3,2024-01-05
2024-01-05T21:00:00Z,14.2,NA,0,100,NA,NA,NA,1.5,231,4,8,16.7,15.3,2024-01-05
2024-01-05T21:30:00Z,14.2,NA,0,100,NA,NA,NA,1.2,227,4,8,16.6,15.3,2024-01-05
2024-01-05T22:00:00Z,14.1,NA,0,100,NA,NA,NA,0.9,223,4,9,16.5,15.3,2024-01-05
2024-01-05T22:30:00Z,14.1,NA,0.1,100,NA,NA,NA,0.5,202,4,8,16.5,15.3,2024-01-05
2024-01-05T23:00:00Z,14,NA,0,100,NA,NA,NA,1.3,228,4,8,16.5,15.3,2024-01-05
2024-01-05T23:30:00Z,14,NA,0,100,NA,NA,NA,1.3,229,5,8,16.4,15.3,2024-01-05
2024-01-06T00:30:00Z,14,NA,0,100,NA,NA,NA,0.8,221,4,8,16.3,15.3,2024-01-06
2024-01-06T01:00:00Z,14,NA,0,100,NA,NA,NA,1,223,3,8,16.3,15.3,2024-01-06
2024-01-06T01:30:00Z,13.9,NA,0,100,NA,NA,NA,0.8,221,3,8,16.3,15.3,2024-01-06
2024-01-06T02:00:00Z,14,NA,0,100,NA,NA,NA,0.6,184,2,8,16.2,15.3,2024-01-06
2024-01-06T02:30:00Z,14,NA,0,100,NA,NA,NA,1.1,229,4,8,16.2,15.3,2024-01-06
2024-01-06T03:00:00Z,14,NA,0,100,NA,NA,NA,0.5,213,3,8,16.1,15.3,2024-01-06
2024-01-06T03:30:00Z,14,NA,0,100,NA,NA,NA,0.7,218,5,8,16.1,15.3,2024-01-06
2024-01-06T04:00:00Z,14.1,NA,0,100,NA,NA,NA,0.7,203,4,8,16.1,15.3,2024-01-06
2024-01-06T04:30:00Z,14.1,NA,0,100,NA,NA,NA,0.9,217,4,8,16.1,15.3,2024-01-06
2024-01-06T05:00:00Z,14,NA,0,100,NA,NA,NA,1.1,224,4,8,16.1,15.3,2024-01-06
2024-01-06T05:30:00Z,14,NA,0,100,NA,NA,NA,0.4,186,4,8,16,15.3,2024-01-06
2024-01-06T06:00:00Z,14,NA,0,100,NA,NA,NA,0.6,202,4,7,16,15.3,2024-01-06
2024-01-06T06:30:00Z,14.1,NA,0,100,NA,NA,NA,0.3,174,3,8,15.9,15.3,2024-01-06
2024-01-06T07:00:00Z,14.3,NA,0.4,100,NA,NA,NA,0,122,3,8,15.9,15.3,2024-01-06
2024-01-06T07:30:00Z,14.3,NA,1.1,100,NA,NA,NA,0.8,237,15,9,15.8,15.3,2024-01-06
2024-01-06T08:00:00Z,14.4,NA,0.2,100,NA,NA,NA,0.9,225,16,9,15.8,15.3,2024-01-06
2024-01-06T08:30:00Z,14.7,NA,0.2,100,NA,NA,NA,0.2,148,11,8,15.7,15.3,2024-01-06
2024-01-06T09:00:00Z,15,NA,8.7,100,NA,NA,NA,0.4,202,13,9,15.7,15.3,2024-01-06
2024-01-06T09:30:00Z,15,NA,1.5,100,NA,NA,NA,0.7,177,14,8,15.7,15.3,2024-01-06
2024-01-06T10:00:00Z,15.8,NA,1,100,NA,NA,NA,0.4,231,13,9,15.6,15.3,2024-01-06
2024-01-06T10:30:00Z,16.2,NA,0,100,NA,NA,NA,0.8,21,12,10,15.5,15.2,2024-01-06
2024-01-06T11:00:00Z,16.8,NA,0,100,NA,NA,NA,0.8,19,8,11,15.4,15.2,2024-01-06
2024-01-06T11:30:00Z,18.5,NA,0,100,NA,NA,NA,1.1,6,4,12,15.4,15.2,2024-01-06
2024-01-06T12:00:00Z,18.8,NA,0,99.1,NA,NA,NA,1,24,5,14,15.3,15.2,2024-01-06
2024-01-06T12:30:00Z,19.3,NA,0,95.6,NA,NA,NA,0.9,24,4,14,15.3,15.1,2024-01-06
2024-01-06T13:00:00Z,19.5,NA,0,93.8,NA,NA,NA,0.8,38,4,15,15.3,15.2,2024-01-06
2024-01-06T13:30:00Z,22.2,NA,0,84,NA,NA,NA,1.2,2,7,17,15.3,15.1,2024-01-06
2024-01-06T14:00:00Z,23.8,NA,0,77.6,NA,NA,NA,1.3,15,10,21,15.3,15,2024-01-06
2024-01-06T14:30:00Z,24.8,NA,0,71.4,NA,NA,NA,1.2,329,14,26,15.3,14.9,2024-01-06
2024-01-06T15:00:00Z,23.7,NA,0,73.1,NA,NA,NA,1.1,9,13,27,15.4,14.9,2024-01-06
2024-01-06T15:30:00Z,22,NA,0,77.9,NA,NA,NA,0.8,348,7,25,15.5,14.9,2024-01-06
2024-01-06T16:00:00Z,20.1,NA,0,82.6,NA,NA,NA,0.5,226,2,21,15.7,15,2024-01-06
2024-01-06T16:30:00Z,19.4,NA,0,85.1,NA,NA,NA,0.5,31,0,18,15.8,15,2024-01-06
2024-01-06T17:00:00Z,18.6,NA,0,87.3,NA,NA,NA,0.5,172,0,16,15.9,15.1,2024-01-06
2024-01-06T17:30:00Z,18.2,NA,0,90.3,NA,NA,NA,0.2,169,0,16,16,15.1,2024-01-06
2024-01-06T18:00:00Z,18,NA,0,94.7,NA,NA,NA,0.2,135,0,14,16.1,15.1,2024-01-06
2024-01-06T18:30:00Z,16.9,NA,0.2,98.2,NA,NA,NA,0.6,97,0,13,16.1,15.1,2024-01-06
2024-01-06T19:00:00Z,15.8,NA,0.7,100,NA,NA,NA,0.4,145,2,12,16.2,15.2,2024-01-06
2024-01-06T19:30:00Z,15.5,NA,0,100,NA,NA,NA,0.5,223,5,10,16.2,15.2,2024-01-06
2024-01-06T20:00:00Z,15.3,NA,0,100,NA,NA,NA,0.3,128,7,10,16.2,15.2,2024-01-06
2024-01-06T20:30:00Z,15.3,NA,0.3,100,NA,NA,NA,0.2,110,9,10,16.3,15.2,2024-01-06
2024-01-06T21:00:00Z,15.2,NA,1.2,100,NA,NA,NA,0.1,91,11,9,16.3,15.2,2024-01-06
2024-01-06T21:30:00Z,15.1,NA,2.4,100,NA,NA,NA,0.2,208,9,9,16.2,15.2,2024-01-06
2024-01-06T22:00:00Z,14.9,NA,0.5,100,NA,NA,NA,0.2,134,10,9,16.2,15.2,2024-01-06
2024-01-06T22:30:00Z,14.8,NA,0.1,100,NA,NA,NA,0.6,217,7,9,16.2,15.2,2024-01-06
2024-01-06T23:00:00Z,14.7,NA,0.1,100,NA,NA,NA,0.7,221,8,9,16.2,15.2,2024-01-06
2024-01-06T23:30:00Z,14.5,NA,0,100,NA,NA,NA,0.4,190,9,9,16.1,15.2,2024-01-06
2024-01-07T00:30:00Z,14.5,NA,0,100,NA,NA,NA,0.1,127,9,9,16.1,15.2,2024-01-07
2024-01-07T01:00:00Z,14.3,NA,0,100,NA,NA,NA,0.3,206,10,8,16.1,15.2,2024-01-07
2024-01-07T01:30:00Z,14,NA,0,100,NA,NA,NA,0.5,190,9,8,16.1,15.2,2024-01-07
2024-01-07T02:00:00Z,13.6,NA,0,100,NA,NA,NA,0.2,177,8,8,16,15.2,2024-01-07
2024-01-07T02:30:00Z,13.4,NA,0.1,100,NA,NA,NA,0.5,192,9,8,16,15.2,2024-01-07
2024-01-07T03:00:00Z,13.4,NA,0,100,NA,NA,NA,1,222,8,7,16,15.3,2024-01-07
2024-01-07T03:30:00Z,13.2,NA,0,100,NA,NA,NA,0.9,226,9,7,15.9,15.3,2024-01-07
2024-01-07T04:00:00Z,13.2,NA,0,100,NA,NA,NA,0.9,222,9,7,15.8,15.2,2024-01-07
2024-01-07T04:30:00Z,13.3,NA,0,100,NA,NA,NA,0.5,201,8,7,15.8,15.3,2024-01-07
2024-01-07T05:00:00Z,13.3,NA,0,100,NA,NA,NA,0.4,198,9,7,15.8,15.3,2024-01-07
2024-01-07T05:30:00Z,13.3,NA,0,100,NA,NA,NA,0.5,187,11,7,15.8,15.3,2024-01-07
2024-01-07T06:00:00Z,13.5,NA,0,100,NA,NA,NA,0.6,207,10,7,15.7,15.2,2024-01-07
2024-01-07T06:30:00Z,13.5,NA,0,100,NA,NA,NA,0.9,217,10,6,15.7,15.2,2024-01-07
2024-01-07T07:00:00Z,13.6,NA,0.1,100,NA,NA,NA,0.4,155,10,7,15.7,15.2,2024-01-07
2024-01-07T07:30:00Z,13.9,NA,0.1,100,NA,NA,NA,0.8,216,10,7,15.7,15.3,2024-01-07
2024-01-07T08:00:00Z,14,NA,0.1,100,NA,NA,NA,0.5,149,11,8,15.6,15.2,2024-01-07
2024-01-07T08:30:00Z,14.1,NA,0,100,NA,NA,NA,0.6,156,9,8,15.6,15.2,2024-01-07
2024-01-07T09:00:00Z,14.3,NA,0,100,NA,NA,NA,0.4,48,10,8,15.6,15.2,2024-01-07
2024-01-07T09:30:00Z,15,NA,0,100,NA,NA,NA,0.5,60,10,8,15.5,15.2,2024-01-07
2024-01-07T10:00:00Z,16.2,NA,0,100,NA,NA,NA,0.8,356,6,9,15.4,15.2,2024-01-07
2024-01-07T10:30:00Z,16.9,NA,0,96.9,NA,NA,NA,1,78,5,10,15.4,15.1,2024-01-07
2024-01-07T11:00:00Z,17,NA,0,88.7,NA,NA,NA,1.3,166,5,12,15.3,15.1,2024-01-07
2024-01-07T11:30:00Z,17.6,NA,0,88.5,NA,NA,NA,1.2,92,4,12,15.3,15.1,2024-01-07
2024-01-07T12:00:00Z,20,NA,0,81.5,NA,NA,NA,1.3,37,5,13,15.3,15,2024-01-07
2024-01-07T12:30:00Z,19.3,NA,0,77.4,NA,NA,NA,1.4,146,9,16,15.3,15,2024-01-07
2024-01-07T13:00:00Z,18.7,NA,0,81,NA,NA,NA,1.3,157,7,15,15.3,15,2024-01-07
2024-01-07T13:30:00Z,19.3,NA,0,80.3,NA,NA,NA,1.1,341,6,14,15.4,15,2024-01-07
2024-01-07T14:00:00Z,21.4,NA,0,72.8,NA,NA,NA,1.4,35,8,16,15.4,15,2024-01-07
2024-01-07T14:30:00Z,21.6,NA,0,68.3,NA,NA,NA,1.8,93,11,19,15.4,14.9,2024-01-07
2024-01-07T15:00:00Z,19.9,NA,0,72.5,NA,NA,NA,1.1,352,9,18,15.5,14.9,2024-01-07
2024-01-07T15:30:00Z,20,NA,0,72.3,NA,NA,NA,0.8,147,7,17,15.5,15,2024-01-07
2024-01-07T16:00:00Z,20.3,NA,0,69.6,NA,NA,NA,0.9,336,7,17,15.6,14.9,2024-01-07
2024-01-07T16:30:00Z,16.2,NA,1.3,90.5,NA,NA,NA,1,70,8,16,15.7,15,2024-01-07
2024-01-07T17:00:00Z,14.8,NA,0.3,99.8,NA,NA,NA,0.7,219,11,12,15.7,15.1,2024-01-07
2024-01-07T17:30:00Z,14.8,NA,0,100,NA,NA,NA,1.1,224,10,11,15.8,15.1,2024-01-07
2024-01-07T18:00:00Z,14.6,NA,0,100,NA,NA,NA,0.7,157,8,10,15.8,15.1,2024-01-07
2024-01-07T18:30:00Z,14.1,NA,0,100,NA,NA,NA,1,220,4,10,15.9,15.1,2024-01-07
2024-01-07T19:00:00Z,13.5,NA,0,100,NA,NA,NA,1.4,229,2,9,15.9,15.1,2024-01-07
2024-01-07T19:30:00Z,13,NA,0,100,NA,NA,NA,1.3,228,1,8,16,15.1,2024-01-07
2024-01-07T20:00:00Z,12.8,NA,0,100,NA,NA,NA,1.3,223,0,8,15.9,15.2,2024-01-07
2024-01-07T20:30:00Z,12.8,NA,0,100,NA,NA,NA,1.2,230,3,7,15.9,15.2,2024-01-07
2024-01-07T21:00:00Z,12.9,NA,0,100,NA,NA,NA,1,223,7,7,15.9,15.2,2024-01-07
2024-01-07T21:30:00Z,12.9,NA,0,100,NA,NA,NA,1.2,224,8,7,15.9,15.2,2024-01-07
2024-01-07T22:00:00Z,13.1,NA,0,100,NA,NA,NA,1.3,224,9,7,15.8,15.2,2024-01-07
2024-01-07T22:30:00Z,13.2,NA,0,100,NA,NA,NA,0.7,208,9,6,15.8,15.2,2024-01-07
2024-01-07T23:00:00Z,13.2,NA,0,100,NA,NA,NA,0.4,201,9,7,15.8,15.2,2024-01-07
2024-01-07T23:30:00Z,13.3,NA,0,100,NA,NA,NA,0.8,213,10,7,15.7,15.2,2024-01-07
2024-01-08T00:30:00Z,13.5,NA,0,100,NA,NA,NA,0.4,173,10,7,15.7,15.2,2024-01-08
2024-01-08T01:00:00Z,13.5,NA,0,100,NA,NA,NA,0.7,203,9,7,15.6,15.2,2024-01-08
2024-01-08T01:30:00Z,13.5,NA,0.1,100,NA,NA,NA,0.4,191,11,7,15.6,15.2,2024-01-08
2024-01-08T02:00:00Z,13.5,NA,0.3,100,NA,NA,NA,0.9,225,15,7,15.6,15.2,2024-01-08
2024-01-08T02:30:00Z,13.6,NA,0,100,NA,NA,NA,0.2,108,13,7,15.6,15.2,2024-01-08
2024-01-08T03:00:00Z,13.5,NA,0.1,100,NA,NA,NA,0,157,12,7,15.5,15.1,2024-01-08
2024-01-08T03:30:00Z,13.5,NA,0,100,NA,NA,NA,0.8,224,12,7,15.5,15.1,2024-01-08
2024-01-08T04:00:00Z,13.5,NA,0,100,NA,NA,NA,0.3,150,10,7,15.4,15.2,2024-01-08
2024-01-08T04:30:00Z,13.5,NA,0.1,100,NA,NA,NA,0.2,170,14,7,15.4,15.2,2024-01-08
2024-01-08T05:00:00Z,13.5,NA,0,100,NA,NA,NA,0.4,167,11,7,15.4,15.1,2024-01-08
2024-01-08T05:30:00Z,13.5,NA,0,100,NA,NA,NA,0.1,132,13,7,15.4,15.2,2024-01-08
2024-01-08T06:00:00Z,13.5,NA,0,100,NA,NA,NA,0.4,197,13,7,15.3,15.1,2024-01-08
2024-01-08T06:30:00Z,13.5,NA,0,100,NA,NA,NA,0.9,213,13,7,15.3,15.2,2024-01-08
2024-01-08T07:00:00Z,13.6,NA,0,100,NA,NA,NA,0.5,197,13,7,15.3,15.2,2024-01-08
2024-01-08T07:30:00Z,13.6,NA,0,100,NA,NA,NA,0.2,182,10,7,15.3,15.1,2024-01-08
2024-01-08T08:00:00Z,14,NA,0,100,NA,NA,NA,0.4,188,10,8,15.2,15.1,2024-01-08
2024-01-08T08:30:00Z,14.2,NA,0,100,NA,NA,NA,0.7,233,8,8,15.2,15.1,2024-01-08
2024-01-08T09:00:00Z,14.2,NA,0,100,NA,NA,NA,1,218,5,8,15.2,15.1,2024-01-08
2024-01-08T09:30:00Z,15.3,NA,0,100,NA,NA,NA,1.1,232,4,8,15.1,15.1,2024-01-08
2024-01-08T10:00:00Z,17,NA,0,99.2,NA,NA,NA,0.5,199,4,10,15.1,15,2024-01-08
2024-01-08T10:30:00Z,16.9,NA,0,98,NA,NA,NA,0.5,41,4,11,15,15,2024-01-08
2024-01-08T11:00:00Z,17.9,NA,0,88.2,NA,NA,NA,0.8,49,3,12,15,14.9,2024-01-08
2024-01-08T11:30:00Z,19.4,NA,0.1,80.1,NA,NA,NA,0.5,16,6,14,15,14.9,2024-01-08
2024-01-08T12:00:00Z,19.7,NA,0,79.4,NA,NA,NA,0.6,17,12,15,15,14.8,2024-01-08
2024-01-08T12:30:00Z,20,NA,0,79.6,NA,NA,NA,0.7,328,15,16,15,14.8,2024-01-08
2024-01-08T13:00:00Z,19.2,NA,0,83.8,NA,NA,NA,0.5,315,12,16,15,14.8,2024-01-08
2024-01-08T13:30:00Z,18,NA,0,87.7,NA,NA,NA,0.6,117,10,14,15.1,14.8,2024-01-08
2024-01-08T14:00:00Z,17.1,NA,0.2,92.6,NA,NA,NA,0.5,99,5,13,15.1,14.9,2024-01-08
2024-01-08T14:30:00Z,17,NA,0.2,98.7,NA,NA,NA,0.6,18,7,13,15.2,14.9,2024-01-08
2024-01-08T15:00:00Z,17.8,NA,0,98,NA,NA,NA,0.8,14,2,13,15.2,14.9,2024-01-08
2024-01-08T15:30:00Z,19.1,NA,0,91.7,NA,NA,NA,0.7,13,3,14,15.2,14.8,2024-01-08
2024-01-08T16:00:00Z,19.3,NA,0,85.3,NA,NA,NA,0.8,105,5,15,15.2,14.8,2024-01-08
2024-01-08T16:30:00Z,20.1,NA,0,78.2,NA,NA,NA,0.8,56,6,17,15.2,14.8,2024-01-08
2024-01-08T17:00:00Z,19.5,NA,0,82.5,NA,NA,NA,0.7,83,9,18,15.2,14.8,2024-01-08
2024-01-08T17:30:00Z,18.6,NA,0,86.4,NA,NA,NA,1,77,7,17,15.3,14.8,2024-01-08
2024-01-08T18:00:00Z,18.1,NA,0,87.1,NA,NA,NA,0.8,94,6,17,15.3,14.8,2024-01-08
2024-01-08T18:30:00Z,16.1,NA,0,95.9,NA,NA,NA,0.4,129,4,14,15.4,14.8,2024-01-08
2024-01-08T19:00:00Z,15.2,NA,0,99.7,NA,NA,NA,0.6,201,1,12,15.5,14.9,2024-01-08
2024-01-08T19:30:00Z,14.7,NA,0,100,NA,NA,NA,0.7,201,0,10,15.5,14.9,2024-01-08
2024-01-08T20:00:00Z,14.5,NA,0,100,NA,NA,NA,0.4,201,0,9,15.6,14.9,2024-01-08
2024-01-08T20:30:00Z,14.6,NA,0,100,NA,NA,NA,0.7,206,0,9,15.5,14.9,2024-01-08
2024-01-08T21:00:00Z,14.5,NA,0,100,NA,NA,NA,1,222,0,9,15.5,14.9,2024-01-08
2024-01-08T21:30:00Z,14.5,NA,0,100,NA,NA,NA,0.4,125,0,9,15.6,14.9,2024-01-08
2024-01-08T22:00:00Z,14.4,NA,0,100,NA,NA,NA,0.3,154,0,8,15.5,14.9,2024-01-08
2024-01-08T22:30:00Z,14.4,NA,0,100,NA,NA,NA,0.7,196,0,9,15.5,14.9,2024-01-08
2024-01-08T23:00:00Z,14.4,NA,0,100,NA,NA,NA,0.7,175,0,9,15.5,14.9,2024-01-08
2024-01-08T23:30:00Z,14.4,NA,0,100,NA,NA,NA,0.4,170,0,9,15.5,14.9,2024-01-08
2024-01-09T00:30:00Z,14.4,NA,0,100,NA,NA,NA,0.4,177,0,9,15.4,14.9,2024-01-09
2024-01-09T01:00:00Z,14.4,NA,0,100,NA,NA,NA,0.4,114,0,8,15.4,14.9,2024-01-09
2024-01-09T01:30:00Z,14.3,NA,0,100,NA,NA,NA,0.6,220,0,9,15.4,14.9,2024-01-09
2024-01-09T02:00:00Z,14.2,NA,0,100,NA,NA,NA,0.5,208,0,8,15.3,15,2024-01-09
2024-01-09T02:30:00Z,14.2,NA,0,100,NA,NA,NA,0.4,171,0,8,15.3,14.9,2024-01-09
2024-01-09T03:00:00Z,14.2,NA,0.1,100,NA,NA,NA,0.5,134,0,8,15.3,14.9,2024-01-09
2024-01-09T03:30:00Z,14.2,NA,0,100,NA,NA,NA,0.6,184,1,8,15.3,14.9,2024-01-09
2024-01-09T04:00:00Z,14.3,NA,0,100,NA,NA,NA,0.7,194,1,8,15.3,14.9,2024-01-09
2024-01-09T04:30:00Z,14.3,NA,0.2,100,NA,NA,NA,1,215,2,8,15.2,14.9,2024-01-09
2024-01-09T05:00:00Z,14.4,NA,0.4,100,NA,NA,NA,0.5,143,10,8,15.3,14.9,2024-01-09
2024-01-09T05:30:00Z,14.4,NA,1.1,100,NA,NA,NA,0.4,117,15,8,15.2,14.9,2024-01-09
2024-01-09T06:00:00Z,14.4,NA,0,100,NA,NA,NA,0.3,120,13,8,15.2,14.9,2024-01-09
2024-01-09T06:30:00Z,14.4,NA,0.2,100,NA,NA,NA,0.4,96,13,8,15.1,14.9,2024-01-09
2024-01-09T07:00:00Z,14.3,NA,0.1,100,NA,NA,NA,0.5,148,15,8,15.1,14.9,2024-01-09
2024-01-09T07:30:00Z,14.4,NA,0,100,NA,NA,NA,0.7,202,14,8,15.1,14.9,2024-01-09
2024-01-09T08:00:00Z,14.6,NA,0,100,NA,NA,NA,0.5,141,12,8,15.1,14.9,2024-01-09
2024-01-09T08:30:00Z,15,NA,0,100,NA,NA,NA,0.5,173,8,9,15,14.9,2024-01-09
2024-01-09T09:00:00Z,15,NA,0,100,NA,NA,NA,0.4,230,4,9,15,14.8,2024-01-09
2024-01-09T09:30:00Z,15.5,NA,0,100,NA,NA,NA,0.7,220,3,9,15,14.8,2024-01-09
2024-01-09T10:00:00Z,15.9,NA,0,100,NA,NA,NA,0.7,162,2,9,15,14.8,2024-01-09
2024-01-09T10:30:00Z,15.5,NA,0,100,NA,NA,NA,0.7,97,3,10,14.9,14.8,2024-01-09
2024-01-09T11:00:00Z,15.1,NA,0.1,100,NA,NA,NA,0.4,116,4,9,14.9,14.8,2024-01-09
2024-01-09T11:30:00Z,15.4,NA,0.1,100,NA,NA,NA,0.5,43,3,9,14.9,14.8,2024-01-09
2024-01-09T12:00:00Z,15.3,NA,0.2,100,NA,NA,NA,0.6,28,4,9,14.9,14.8,2024-01-09
2024-01-09T12:30:00Z,14.9,NA,0,100,NA,NA,NA,0.4,51,4,10,14.9,14.8,2024-01-09
2024-01-09T13:00:00Z,15.7,NA,0,100,NA,NA,NA,0.7,248,3,9,14.9,14.8,2024-01-09
2024-01-09T13:30:00Z,15.5,NA,0,100,NA,NA,NA,1,229,3,10,14.9,14.8,2024-01-09
